ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet
ogrewalltorchblue.obj;-47.140220000;-6.720618000;3.363992000;0.143492600000000;-0.000000003243526;-0.000000000910278;-0.989651400000000;1.729837;Default
ogrewalltorchblue.obj;-30.331430000;-10.239650000;2.773749000;0.861629200000000;0.000000005285371;-0.000000004525678;-0.507538400000000;1.558412;Default
ogrewalltorchblue.obj;-36.404720000;7.832496000;0.363476100;0.577145100000000;-0.000000005316128;-0.000000003800927;0.816641600000000;1.417899;Default
ogrewalltorchblue.obj;-19.655960000;-5.991386000;-0.802218700;0.719339900000000;0.000000003294705;-0.000000008629082;-0.694658300000000;1.5336;Default
ogremeatchain04.obj;-39.362120000;-5.571873000;5.540431000;0.909961300000000;0.000000002422157;-0.000000002887108;-0.414693300000000;1.140559;Default
ogremeatchain02.obj;-35.034160000;-0.035369660;3.375941000;0.998629500000000;-0.000000002985266;-0.000000004098984;-0.052335950000000;2.112257;Default
ogremeatchain03.obj;-36.968060000;-2.450164000;3.119348000;0.826589700000000;-0.000000002004763;0.000000000806064;0.562804900000000;1.665216;Default
ogrebackpack02.obj;-38.662350000;-11.289420000;0.782350800;0.675590200000000;-0.000000001665904;-0.000000003801753;0.737277300000000;1.18;Default
ogremeatchain01.obj;-28.340340000;-5.715319000;4.202607000;-0.052335940000000;-0.000000007361320;-0.000000006298857;-0.998629500000000;1.34586;Default
ogresmokevent01.obj;-39.972670000;2.618164000;-1.872137000;0.593816000000000;0.026892760000000;0.099649350000000;0.797953200000000;1.22;Default
ogrebackpack01.obj;-42.113640000;3.372374000;-0.901596800;0.956304800000000;0.000000003160787;-0.000000007880207;-0.292371600000000;1.580796;Default
ogrebannersnow.obj;-45.548120000;-5.827497000;0.497223000;0.994751300000000;0.009409437000000;0.047755040000000;0.090004540000000;1.136;Default
ogrebannersnow.obj;-23.524140000;4.738507000;-1.796381000;0.911328500000000;0.036991340000000;0.012896810000000;-0.409811700000000;1.775;Default
caveminecar01.obj;-0.940865400;0.476543200;-0.255541500;1.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;1;set_HordeMine
goldminetracks.obj;-1.211814000;0.438434600;-0.347431600;0.004361833000000;0.026176700000000;-0.000114218600000;-0.999647800000000;0.9999999;set_HordeMine
rail_wooden01.obj;1.494015000;-0.013927350;-1.062352000;0.700669100000000;-0.018670720000000;-0.018347670000000;0.713006100000000;0.9999999;set_HordeMine
rail_wooden01.obj;1.494015000;1.193375000;-1.062352000;0.700669100000000;-0.018670720000000;-0.018347670000000;0.713006100000000;0.9999999;set_HordeMine
rail_wooden01.obj;-3.841432000;1.099860000;-1.301714000;0.700669100000000;-0.018670720000000;-0.018347670000000;0.713006100000000;0.9999999;set_HordeMine
rail_wooden01.obj;-3.841432000;-0.107443200;-1.301714000;0.700669100000000;-0.018670720000000;-0.018347670000000;0.713006100000000;0.9999999;set_HordeMine
caveminepulley02.obj;-8.227739000;0.500580500;7.953764000;1.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;1.34;set_HordeMine
orccrate10.obj;-39.661980000;-0.782313600;-1.543920000;0.851840900000000;-0.078979660000000;0.124552300000000;-0.502609100000000;1;set_HordeMine
