ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;ScaleFactor;ModelId;Type
ruinedhumanguardtower01.obj;17596.63;81.6455;14915.69;0;91.5;0;;132839;wmo
tirisfallgladecanopytree02.obj;17694.41;82.50269;14492.9;1;315.5;-2;1.069336;129802;m2
tirisfallgladecanopytree02.obj;17852.4;76.0411;14439.62;1;315.5;-2;1.069336;129806;m2
tirisfallgladecanopytree04.obj;17879.55;61.19573;14598.31;-0.5;219.044;9.5;1.128906;130021;m2
tirisfallgladecanopytree04.obj;17576.73;88.62231;14437.43;-0.5;75.0444;9.5;1.128906;129761;m2
tirisfallgladecanopytree03.obj;17728.68;72.57932;14671.25;4.5;90.12231;-3.5;1.139648;129985;m2
tirisfallgladecanopytree02.obj;17571.8;74.06815;14611.64;1;0;-2;1;132638;m2
tirisfallgladecanopytree02.obj;18011.14;72.3353;14468.3;1;109.5;-2;1;129814;m2
tirisfallgladecanopytree02.obj;17600.22;74.77124;14679.93;1;254.5;-2;1;132642;m2
tirisfallgladecanopytree06.obj;17765.65;66.21426;14545.25;0;196.312;0;1.19043;129795;m2
tirisfallgladecanopytree06.obj;17826.51;75.57803;14693.86;0;276.812;0;1.19043;129783;m2
tirisfallgladecanopytree06.obj;18012.27;89.00787;14896.32;0;229.812;0;1.19043;129799;m2
tirisfallgladecanopytree06.obj;17984.53;97.56281;14934.19;0.5;213.879;-6.5;1.136719;130096;m2
tirisfallgladecanopytree05.obj;17859.35;77.57816;14890.04;-1;340;-10;1.118164;130049;m2
tirisfallgladecanopytree05.obj;18064.69;79.8425;14839.12;-1;190.5;-10;1.118164;130057;m2
tirisfallgladecanopytree05.obj;17910.46;58.8187;14497.1;-1;190.5;-10;1.118164;130053;m2
tirisfallgladecanopytree05.obj;17741.49;71.93104;14716.03;5;162;-4;1.099609;130061;m2
tirisfallgladecanopytree06.obj;17766.35;76.19217;14472.72;0;136.312;0;1.149414;129787;m2
tirisfallgladecanopytree04.obj;17959.33;77.51584;14846.31;-0.5;106.044;9.5;1.049805;130033;m2
tirisfallgladecanopytree04.obj;17939.27;80.3735;14863.08;-0.5;229.544;9.5;1.049805;130111;m2
tirisfallgladecanopytree04.obj;17777.4;65.06596;14945.5;-0.5;83.5444;9.5;1.049805;130039;m2
tirisfallgladecanopytree02.obj;18087.55;93.7721;14439.82;1;40.5;-2;0.9492188;134249;m2
tirisfallgladecanopytree02.obj;17933.3;59.16457;14599.87;1;40.5;-2;0.9492188;129810;m2
tirisfallgladecanopytree06.obj;17973.68;66.48619;14672.21;0.5;61.879;-6.5;1.086914;129898;m2
tirisfallgladecanopytree06.obj;18040.21;76.96799;14532.39;0.5;297.879;-6.5;1.086914;129905;m2
tirisfallgladecanopytree06.obj;17855.88;76.38676;14851.87;0.5;297.879;-6.5;1.086914;129912;m2
tirisfallgladecanopytree06.obj;18085.05;80.63917;14683.88;0.5;171.879;-6.5;1.086914;129919;m2
tirisfallgladecanopytree06.obj;17843.88;79.3221;14435.15;1;315.5;8;1.069336;129809;m2
tirisfallgladecanopytree06.obj;17685.89;83.65378;14488.43;1;315.5;8;1.069336;129805;m2
tirisfallgladecanopytree06.obj;17831.81;72.38282;14913.42;0;347;0;1.118164;130046;m2
tirisfallgladecanopytree06.obj;17916.09;59.67154;14492.37;0;197.5;0;1.118164;130050;m2
tirisfallgladecanopytree06.obj;17714;72.90563;14672.1;0;229.829;0;1.118164;129986;m2
tirisfallgladecanopytree06.obj;18076.55;77.39159;14804.99;0;197.5;0;1.118164;130054;m2
tirisfallgladecanopytree04.obj;17762.36;70.3705;14774.86;-0.5;159.044;9.5;1.018555;129776;m2
tirisfallgladecanopytree04.obj;18140.99;85.34998;14724.74;-0.5;71.0444;9.5;1.018555;134255;m2
tirisfallgladecanopytree06.obj;17705.5;78.66571;14799.22;0;136.312;0;1.109375;129791;m2
tirisfallgladecanopytree06.obj;17799.17;69.73569;14874.84;0;188.312;0;1.109375;132844;m2
tirisfallgladecanopytree06.obj;17688.88;84.21362;14914.98;0;188.312;0;1.109375;132848;m2
tirisfallgladecanopytree06.obj;17752.84;75.70657;14699.7;0;169;0;1.099609;130058;m2
tirisfallgladecanopytree04.obj;17936.11;71.76468;14738.17;-0.5;108.044;9.5;0.9892578;129771;m2
tirisfallgladecanopytree04.obj;18014.04;67.39451;14586.75;-0.5;141.544;9.5;0.9785156;130027;m2
tirisfallgladecanopytree04.obj;17960;65.0286;14664.08;-6;60.5;5.5;0.9599609;129895;m2
tirisfallgladecanopytree04.obj;18054.6;81.7759;14525.59;-6;296.5;5.5;0.9599609;129902;m2
tirisfallgladecanopytree04.obj;17870.27;76.79203;14845.07;-6;296.5;5.5;0.9599609;129909;m2
tirisfallgladecanopytree04.obj;18082.1;78.323;14699.52;-6;170.5;5.5;0.9599609;129916;m2
tirisfallgladecanopytree05.obj;17683.35;82.14079;14497.16;-0.5;315.5;4.5;1.029297;129803;m2
tirisfallgladecanopytree05.obj;17841.59;78.7608;14444.04;-0.5;315.5;4.5;1.029297;129807;m2
tirisfallgladecanopytree06.obj;18016.46;74.28664;14475.54;1;109.5;8;1;129817;m2
tirisfallgladecanopytree06.obj;17600.02;73.45694;14670.95;1;254.5;8;1;132644;m2
tirisfallgladecanopytree04.obj;17832.4;69.76963;14538.36;-0.5;36.5444;9.5;0.9492188;129766;m2
tirisfallgladecanopytree06.obj;17921.77;72.34534;14779.54;3.5;0;-1;1;130069;m2
tirisfallgladecanopytree06.obj;17745.46;67.06128;14889.78;0.5;122.379;-6.5;0.9873047;130093;m2
tirisfallgladecanopytree05.obj;17583.68;88.91007;14439.29;-1;180;4;1;129760;m2
tirisfallgladecanopytree05.obj;17875.9;63.5108;14607.42;1;324;-3;1;130022;m2
tirisfallgladecanopytree06.obj;18082.93;93.5359;14447;1;40.5;8;0.9492188;134247;m2
tirisfallgladecanopytree06.obj;17928.69;59.40375;14607.05;1;40.5;8;0.9492188;129813;m2
tirisfallgladecanopytree06.obj;18161.78;82.13876;14772.87;1;40.5;8;0.9492188;134251;m2
tirisfallgladecanopytree04.obj;17937.51;69.8954;14387.88;-0.5;358.044;9.5;0.9091797;139441;m2
tirisfallgladecanopytree05.obj;18022.01;76.70075;14469.02;-0.5;109.5;4.5;0.9599609;129815;m2
tirisfallgladecanopytree05.obj;17591.73;73.8068;14673.1;-0.5;254.5;4.5;0.9599609;132645;m2
tirisfallgladecanopytree05.obj;17864.6;63.86801;14596.04;1;298.83;0;0.9785156;130020;m2
tirisfallgladecanopytree04.obj;18024.49;79.13831;14428.55;-0.5;348.044;9.5;0.8984375;129834;m2
tirisfallgladecanopytree04.obj;17744.92;70.88528;14586.81;-0.5;348.044;9.5;0.8984375;129818;m2
tirisfallgladecanopytree04.obj;18011.22;72.90611;14441.51;-0.5;348.044;9.5;0.8984375;129844;m2
tirisfallgladecanopytree04.obj;17887.65;67.35088;14463.21;-0.5;348.044;9.5;0.8984375;129824;m2
tirisfallgladecanopytree04.obj;18130.2;96.02086;14573.81;-0.5;336.044;9.5;0.8984375;134261;m2
tirisfallgladecanopytree03.obj;17924.21;64.67822;14471.9;4.5;346.622;-3.5;0.9091797;129993;m2
tirisfallgladecanopytree03.obj;18009.38;76.51688;14776.68;4.5;90.12231;-3.5;0.9091797;129987;m2
tirisfallgladecanopytree03.obj;17914.44;66.41868;14662.5;4.5;49.62231;-3.5;0.9091797;129990;m2
tirisfallgladecanopytree04.obj;17622.59;70.25079;14609.38;-0.5;159.044;9.5;0.8886719;129781;m2
tirisfallgladecanopytree04.obj;18119.82;102.2332;14477.61;-0.5;16.54443;9.5;0.8886719;134269;m2
tirisfallgladecanopytree06.obj;17865;74.9727;14704.84;0.5;83.879;-6.5;0.9267578;129884;m2
tirisfallgladecanopytree06.obj;17697.24;111.949;14403.13;3.5;0;0;0.9296875;129748;m2
tirisfallgladecanopytree05.obj;17952.95;76.93793;14839.86;1;211;-3;0.9199219;130034;m2
tirisfallgladecanopytree05.obj;17773.97;66.00822;14937.1;1;188.5;-3;0.9199219;130040;m2
tirisfallgladecanopytree05.obj;17937.42;82.4773;14871.96;1;334.5;-3;0.9199219;130116;m2
tirisfallgladecanopytree05.obj;17936.35;60.64694;14609.75;-0.5;40.5;4.5;0.9091797;129811;m2
tirisfallgladecanopytree05.obj;18090.6;94.86755;14449.7;-0.5;40.5;4.5;0.9091797;134250;m2
tirisfallgladecanopytree06.obj;17896.87;61.12435;14537.35;0.5;83.879;-6.5;0.8867188;129877;m2
