ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet
shadowfangchair02.obj;16.211500000;-6.085958000;-0.521009000;0.939692600000000;0.000000000000000;0.000000000000000;-0.342020100000000;1;set_Small01
brokenbarrel02.obj;14.481020000;-3.737407000;-0.521034100;0.000000017923460;0.000000000000000;0.000000000000000;-1.000000000000000;0.9999998;set_Small01
duskwoodruinsbeam.obj;1.964354000;-2.753574000;-0.540930600;0.539974600000000;0.023804980000000;-0.036749640000000;-0.840541700000000;0.9999999;set_Small01
brokenbarrel02.obj;16.477530000;-4.597591000;-0.521034100;0.872495900000000;0.000000000000000;0.000000000000000;-0.488621300000000;1;set_Small01
shadowfangchair01.obj;16.270410000;3.774754000;-0.098972950;0.653281500000000;0.270598100000000;-0.653281500000000;0.270598100000000;1;set_Small01
duskwoodbench.obj;1.575384000;-6.578112000;4.210806000;-0.258819000000000;0.000000000000000;0.000000000000000;-0.965925800000000;1;set_Small01
duskwoodbench.obj;4.350559000;-2.816567000;-0.104380900;-0.128026900000000;0.726076400000000;-0.117315000000000;-0.665326400000000;1;set_Small01
shadowfangchair02.obj;15.012810000;-5.161019000;-0.521009000;0.909961200000000;0.000000000000000;0.000000000000000;0.414693400000000;1;set_Small01
brokenbarrel01.obj;11.636770000;-5.889538000;-0.485209800;1.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;1;set_Small01
shadowfangchair01.obj;-4.475486000;2.903662000;-0.455470400;0.923879500000000;0.000000000961672;-0.000000006468387;0.382683400000000;1;set_Small01
brokenbarrel02.obj;-4.382611000;0.641898300;-0.521034100;0.342020200000000;0.000000000000000;0.000000000000000;-0.939692600000000;0.9999998;set_Small03
shadowfangbench01.obj;13.709740000;3.780534000;-0.469506400;0.499999900000000;0.000000000000000;0.000000000000000;-0.866025400000000;1;set_Small03
shadowfangchair02.obj;15.988800000;-2.062358000;-0.521009000;0.333806900000000;0.000000000000000;0.000000000000000;-0.942641500000000;1.000001;set_Small03
brokenbarrel01.obj;2.428577000;-5.519701000;-0.485209800;1.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;1;set_Small03
duskwoodbench.obj;15.259490000;1.474142000;-0.473127200;0.866025400000000;0.000000000000000;0.000000000000000;-0.499999900000000;0.9999998;set_Small03
shadowfangchair01.obj;2.649504000;-6.303288000;4.584808000;0.691357000000000;-0.157859000000000;-0.689496900000000;-0.147309900000000;1;set_Small03
brokenbarrel01.obj;15.825550000;-0.128050900;-0.439365200;1.000000000000000;0.000000000000000;0.000000000000000;0.000000000000000;1;set_Small03
shadowfangtable01.obj;-3.107975000;-4.932601000;-0.475686600;0.258819000000000;0.000000000000000;0.000000000000000;-0.965925800000000;0.9999999;set_Small03
duskwoodfencerail.obj;-3.665910000;-5.281278000;-0.159961100;0.248151800000000;0.128960000000000;-0.547703500000000;-0.788549800000000;0.9999999;set_Small02
shadowfangchair01.obj;17.159830000;-6.770319000;-0.059658690;0.591614400000000;-0.423232400000000;-0.564203500000000;-0.390565300000000;1.000001;set_Small02
duskwoodbench.obj;8.088674000;2.653475000;-0.070659430;-0.465456400000000;0.549333300000000;-0.489063100000000;-0.492341900000000;1.000001;set_Small02
shadowfangbench02.obj;-3.385235000;2.370573000;-0.508259500;0.906307800000000;0.000000000000000;0.000000000000000;-0.422618200000000;0.9999999;set_Small02
duskwoodbench.obj;15.953990000;0.589657200;-0.533814500;-0.034484820000000;0.006013242000000;-0.002754298000000;-0.999383300000000;1.000001;set_Small02
