ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;ScaleFactor;ModelId;Type
duskwoodabandoned_human_farm.obj;16409.7;30.43678;14905.13;0;46.5;0;;127059;wmo
westfallgrainsilo01.obj;16417.96;32.40288;14890.9;0;153.5;0;;127061;wmo
duskwoodcoveredbridge.obj;16431.42;23.74972;14851.18;0;36;0;;127329;wmo
nd_forsaken_house.obj;16050.35;37.01435;14841.4;0;229.5;0;;5521515;wmo
nd_forsaken_wall_small.obj;16067.75;36.4604;14868.8;0;52;0;;5521516;wmo
nd_forsaken_wall_small_end.obj;16074.94;36.575;14859.51;0;323;0;;5521517;wmo
nd_forsaken_wall_small_end.obj;16060.6;36.4529;14877.8;0;323;0;;5521518;wmo
nd_forsaken_wall_small.obj;16081.37;36.56984;14849.65;0;56.5;0;;5521519;wmo
nd_forsaken_wall_small.obj;16081.38;37.03498;14830.83;0;122;0;;5521520;wmo
nd_forsaken_wall_small.obj;16068.87;36.62196;14811.18;0;304;0;;5521521;wmo
nd_forsaken_wall_small_end.obj;16087.52;36.8728;14840.46;0;323;0;;5521522;wmo
nd_forsaken_wall_small_end.obj;16074.99;36.73632;14820.6;0;305.5;0;;5521523;wmo
nd_forsaken_wall_small_end.obj;16062.61;36.4416;14801.8;0;304.5;0;;5521524;wmo
nd_forsaken_gazebo.obj;16053.19;36.4667;14814.14;0;33.5;0;;5521525;wmo
nd_forsaken_wall_small_wide.obj;16527.38;30.4358;14722.1;0;58.5;0;;5531385;wmo
nd_forsaken_wall_small_wide.obj;16533.01;31.349;14736.55;0;330.5;0;;5531386;wmo
nd_forsaken_wall_small_wide_end.obj;16534.06;31.7056;14711.52;0;325;0;;5531393;wmo
nd_forsaken_wall_small_wide_end.obj;16521.59;30.8862;14731.12;0;328.5;0;;5531394;wmo
hfjord_fog_01.obj;16274.79;15.01915;14876.04;0;8;0;1.169922;5600957;m2
tirisfallgladecanopytree02.obj;16445.87;30.1781;14658.2;0;256.5;0;1.188477;88535;m2
tirisfallgladecanopytree02.obj;16012.66;102.9925;14431.35;0;243.5;0;1.129883;86285;m2
tirisfallgladecanopytree04.obj;16275.36;32.1674;14736.99;0;91.5;0;1.319336;88509;m2
tirisfallgladecanopytree02.obj;16486.89;30.25302;14766.24;-2.5;106.5;-13.5;1;112531;m2
tirisfallgladecanopytree02.obj;15977.7;74.93571;14563.47;1;198.5;-2;1.069336;124682;m2
tirisfallgladecanopytree02.obj;16252.25;46.58803;14701.29;3.5;318;-8;1;88516;m2
tirisfallgladecanopytree02.obj;16063.35;69.54148;14594;0.5;41.504;-10;1;126675;m2
tirisfallgladecanopytree02.obj;16406.89;34.81847;14621.94;1;279;-8.5;1;88538;m2
tirisfallgladecanopytree05.obj;16247.16;47.21355;14695.4;0;0;0;1.248047;88518;m2
tirisfallgladecanopytree02.obj;16547.61;33.14939;14748.98;-3;0;4.5;1;100684;m2
tirisfallgladecanopytree04.obj;16198.99;40.10139;14809.25;-0.5;222.544;9.5;1.128906;122162;m2
tirisfallgladecanopytree02.obj;16129.44;62.72274;14699.75;1;143;-2;1;124766;m2
tirisfallgladecanopytree02.obj;16474.51;17.37195;14511.44;1;351.5;-2;1;139226;m2
tirisfallgladecanopytree02.obj;16567.76;41.74131;14651;1;129.5;-2;1;139221;m2
tirisfallgladecanopytree02.obj;16340.58;35.09951;14821.69;-0.5;270.574;-1.5;1;88560;m2
tirisfallgladecanopytree05.obj;16190.27;81.71456;14593.21;0;295.392;0;1.174805;126669;m2
tirisfallgladecanopytree05.obj;16142.19;89.53837;14527.7;0;204.392;0;1.174805;126672;m2
tirisfallgladecanopytree05.obj;16048.59;81.87999;14539.43;0;295.392;0;1.174805;126666;m2
tirisfallgladecanopytree02.obj;16301.34;33.32903;14746.21;0;44.5;0;1;88508;m2
tirisfallgladecanopytree02.obj;16347.9;32.84468;14680.62;0;0;0;1;88523;m2
tirisfallgladecanopytree02.obj;16312.77;33.97327;14728.7;0;35.5;0;1;88526;m2
tirisfallgladecanopytree02.obj;16164.85;45.3369;14846.36;0;78.5;0;1;126754;m2
tirisfallgladecanopytree05.obj;16051.94;68.07224;14603.87;0;202.894;0;1.15918;126673;m2
tirisfallgladecanopytree05.obj;16194.58;108.1459;14452.13;0;107.894;0;1.15918;126726;m2
tirisfallgladecanopytree06.obj;16464.5;34.69281;14705.14;-0.5;323;2;1.128906;88510;m2
tirisfallgladecanopytree06.obj;16036.22;61.65876;14654.94;-0.5;219;2;1.128906;124761;m2
tirisfallgladecanopytree06.obj;16344.15;33.9728;14807.67;0;91.44717;0;1.148438;88561;m2
tirisfallgladecanopytree06.obj;16006.7;96.13515;14447.86;-0.5;59.5;3.5;1.109375;86286;m2
tirisfallgladecanopytree04.obj;16467.53;28.22626;14608.87;-4.5;0;9.5;1;88541;m2
tirisfallgladecanopytree03.obj;16384.06;35.4402;14676.95;0;330;0;1.129883;88531;m2
tirisfallgladecanopytree04.obj;16481.99;33.31988;14713.26;0;26.5;0;1.129883;88545;m2
tirisfallgladecanopytree06.obj;15985.55;78.05574;14557.91;1;198.5;8;1.069336;124685;m2
tirisfallgladecanopytree04.obj;16180.35;54.48939;14746.26;-2.5;166;10.5;1;126734;m2
tirisfallgladecanopytree06.obj;16497.66;33.42867;14835.97;0;82.8287;0;1.118164;88556;m2
tirisfallgladecanopytree04.obj;16529.38;16.76787;14428.06;-0.5;353.044;9.5;1.018555;139332;m2
tirisfallgladecanopytree06.obj;15983.91;96.81604;14424.9;0.5;24.879;-6.5;1.066406;124645;m2
tirisfallgladecanopytree05.obj;16509.51;26.24873;14721.32;0;73;2;1.098633;88548;m2
tirisfallgladecanopytree02.obj;16530.22;14.56268;14473.62;7.5;43;-4.5;0.8486328;138351;m2
tirisfallgladecanopytree06.obj;16495.65;30.04663;14760.93;47;172.5;-17.5;1;112532;m2
tirisfallgladecanopytree05.obj;16335.27;34.83889;14834.05;0;138.086;0;1.069336;88562;m2
tirisfallgladecanopytree02.obj;16164.65;74.93882;14619;1;174.5;-2;0.8886719;126717;m2
tirisfallgladecanopytree06.obj;16444.18;32.5672;14816.38;-2.5;6.5;7.5;1;88551;m2
tirisfallgladecanopytree06.obj;16132.69;39.81577;14879.8;1.5;222.689;1.5;1.038086;126758;m2
tirisfallgladecanopytree05.obj;15978.67;77.97465;14551.83;-0.5;198.5;4.5;1.029297;124683;m2
tirisfallgladecanopytree02.obj;16442.54;29.31295;14826.96;-8.5;157;-20;0.7685547;88552;m2
tirisfallgladecanopytree05.obj;16195.97;52.00319;14730.48;-1;0;-10;1;126737;m2
tirisfallgladecanopytree05.obj;16023.11;37.07225;14775.4;-1;170;-10;1;126742;m2
tirisfallgladecanopytree06.obj;16465.62;19.60222;14512.74;1;351.5;8;1;139225;m2
tirisfallgladecanopytree06.obj;16137.87;62.75528;14702.86;1;143;8;1;124770;m2
