ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;ScaleFactor;ModelId;Type
mausoleumactive.obj;16733.52;38.0924;14673.67;0;308.5;0;;358385;wmo
nd_forsaken_hall.obj;16786.25;33.1466;14767.11;0;348;0;;5521893;wmo
nd_forsaken_house.obj;16832.76;34.40057;14822.07;0;292.5;0;;5521907;wmo
nd_forsaken_wall_small_wide.obj;16860.66;38.60802;14760.26;2.7199;4;4.31012;;5529240;wmo
nd_forsaken_wall_small_wide_end.obj;16850.6;37.869;14760.78;3.52401;359;3.28111;;5529241;wmo
nd_forsaken_wall_small_wide_end.obj;16809.01;36.28279;14741.78;0;197;0;;5529242;wmo
nd_forsaken_wall_small_wide.obj;16808.8;34.2807;14730.31;0;88;0;;5529243;wmo
nd_forsaken_wall_small_wide_end.obj;16817.19;40.48989;14881.52;0;185;0;;5529244;wmo
nd_forsaken_wall_small_wide.obj;16805.03;39.00762;14880.99;0;178.5;0;;5529245;wmo
nd_forsaken_wall_small_wide_end.obj;16845.12;41.49852;14870.91;0;32;0;;5529246;wmo
nd_forsaken_wall_small_wide.obj;16855.56;41.5809;14864.34;0;33.5;0;;5529247;wmo
nd_forsaken_wall_small_wide_end.obj;16678.8;41.2373;14805.98;0;301.5;0;;5529248;wmo
nd_forsaken_wall_small_wide_end.obj;16655.98;39.1736;14779.08;0;95;0;;5529250;wmo
nd_forsaken_wall_small_wide.obj;16655.28;36.7368;14769.95;0;92.5;0;;5529251;wmo
nd_forsaken_wall_small_wide_end.obj;16872.77;40.3987;14760.3;0;358.5;0;;5529252;wmo
nd_forsaken_wall_small_wide.obj;16872.24;40.1516;14773.22;0;269;0;;5529253;wmo
nd_forsaken_wall_small_wide_end.obj;16872.04;41.2645;14785.73;0;270.5;0;;5529254;wmo
nd_forsaken_wall_small_wide_end.obj;16808.43;36.3202;14717.55;0;90;0;;5529255;wmo
nd_forsaken_wall_small_wide_end.obj;16865.04;41.64901;14858.5;0;75.5;0;;5529260;wmo
nd_forsaken_wall_small_wide.obj;16868.1;41.5042;14846.54;0;77;0;;5529261;wmo
nd_forsaken_wall_small_wide_end.obj;16871.02;41.39491;14833.55;0;353.5;0;;5529262;wmo
nd_forsaken_wall_small_wide_end.obj;16773.22;44.8885;14864.99;0;51.5;0;;5529263;wmo
nd_forsaken_wall_small_wide_end.obj;16792.31;45.3175;14880.81;0;139;0;;5529265;wmo
nd_forsaken_wall_small_wide.obj;16686.56;40.9181;14816.32;0.154931;128;-4.29123;;5529267;wmo
nd_forsaken_wall_small_wide_end.obj;16693.27;41.49819;14826.19;0;127;0;;5529268;wmo
nd_forsaken_wall_small_wide_end.obj;16603.65;38.75789;14754.23;0;77;0;;5529269;wmo
nd_forsaken_wall_small_wide.obj;16616.65;36.7273;14756.22;0;174.5;0;;5529270;wmo
nd_forsaken_wall_small_wide_end.obj;16629.21;40.35259;14757.41;0;176.5;0;;5529271;wmo
nd_forsaken_wall_small_wide.obj;16665.11;34.8686;14626.73;0;359.5;0;;5531380;wmo
nd_forsaken_wall_small_wide.obj;16641.97;34.19097;14627.74;0;7.5;0;;5531381;wmo
nd_forsaken_wall_small_wide.obj;16620.08;35.13131;14638.39;0;42.5;0;;5531382;wmo
nd_forsaken_wall_small_wide.obj;16601.74;35.81411;14655.24;0;41.5;0;;5531383;wmo
nd_forsaken_wall_small_wide.obj;16542.29;31.0957;14702.66;0;49;0;;5531384;wmo
nd_forsaken_wall_small_wide.obj;16527.38;30.4358;14722.1;0;58.5;0;;5531385;wmo
nd_forsaken_wall_small_wide.obj;16533.01;31.349;14736.55;0;330.5;0;;5531386;wmo
nd_forsaken_wall_small_wide_end.obj;16677.64;35.09472;14626.7;0;0;0;;5531387;wmo
nd_forsaken_wall_small_wide_end.obj;16653.47;34.7865;14626.85;0;0;0;;5531388;wmo
nd_forsaken_wall_small_wide_end.obj;16630.33;34.85592;14630.23;0;24;0;;5531389;wmo
nd_forsaken_wall_small_wide_end.obj;16611.58;35.33889;14646.08;0;312;0;;5531390;wmo
nd_forsaken_wall_small_wide_end.obj;16591.89;35.99129;14662.56;0;39;0;;5531391;wmo
nd_forsaken_wall_small_wide_end.obj;16551.09;33.02321;14693.52;0;313.5;0;;5531392;wmo
nd_forsaken_wall_small_wide_end.obj;16534.06;31.7056;14711.52;0;325;0;;5531393;wmo
nd_forsaken_wall_small_wide_end.obj;16543.33;31.4007;14742.7;0;339;0;;5531395;wmo
nd_forsaken_wall_small_wide.obj;16782.96;44.1062;14872.95;0;320;0;;5599996;wmo
nd_forsaken_wall_small_wide.obj;16795.21;34.53402;14716.91;0;358;0;;5600266;wmo
nd_forsaken_wall_small_wide_end.obj;16782.35;36.69469;14716.45;0;90;0;;5600267;wmo
nd_forsaken_wall_small_wide_end.obj;16824.71;36.4146;14759.57;3.52401;359;3.28111;;5600268;wmo
nd_forsaken_wall_small_wide.obj;16816.55;34.59649;14751.3;0;133.5;0;;5600269;wmo
nd_forsaken_wall_small_wide.obj;16669.54;37.3557;14800.03;1.67727;332.5;2.10637;;5600270;wmo
nd_forsaken_wall_small_wide_end.obj;16658.58;38.9792;14795.91;0;0.5;0;;5600271;wmo
nd_forsaken_wall_small_wide_end.obj;16654.84;39.1931;14760.46;0;182;0;;5600274;wmo
nd_forsaken_wall_small_wide.obj;16641.62;38.1173;14758.6;1.67727;171.5;2.10637;;5600275;wmo
nd_forsaken_apothecary.obj;16744.05;33.57537;14828.24;0;150;0;;6154665;wmo
hfjord_fog_01.obj;16795.47;46.89907;14813.89;0;62.5;0;1;5600256;m2
brillgraves03.obj;16618.73;33.11782;14678.82;0;0;0;1;338454;m2
tirisfallgladecanopytree02.obj;16547.61;33.14939;14748.98;-3;0;4.5;1;100684;m2
brillgraves02.obj;16593.82;33.57546;14734.66;0;0;0;1;338453;m2
tirisfallgladecanopytree02.obj;16804.48;44.01166;14497.41;1;329;-2;1;133084;m2
tirisfallgladecanopytree02.obj;16821.95;41.45229;14490.64;1;338;-2;1;133086;m2
tirisfallgladecanopytree02.obj;16642.05;33.51532;14616.75;1;338;-2;1;139233;m2
tirisfallgladecanopytree02.obj;16624.58;35.52716;14623.52;1;329;-2;1;139236;m2
tirisfallgladecanopytree02.obj;16678.46;34.14257;14469.27;1;198.5;-2;1;139445;m2
tirisfallgladecanopytree02.obj;16701.33;33.67632;14550.8;1;315;-2;1;139455;m2
