ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet
barrel01.obj;-4.186423000;-4.121619000;8.751489000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;0.8403361;Default
barrel01.obj;-3.269017000;-4.480194000;8.751489000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;0.8403361;Default
barrel01.obj;0.857879200;-3.768937000;8.751489000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;0.9831933;Default
barrel01.obj;-0.592075000;-3.791090000;8.751489000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;0.8403361;Default
housesmoke.obj;1.325562000;7.042983000;16.623410000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.2;Default
barrel01.obj;1.782774000;-5.438647000;4.088268000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;0.8403361;A
barrel01.obj;-4.923099000;-4.745563000;4.088268000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;0.8403361;A
cavekoboldbucket.obj;-5.007568000;3.716015000;4.088773000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1;A
duskwoodfootlocker01.obj;-4.895216000;-3.119739000;4.121444000;1.000000000000000;0.000000000000000;0.000000000000000;0.000000021855690;1.36;A
duskwoodwardrobe01.obj;3.366515000;-5.597102000;4.117107000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1;A
duskwoodwardrobe02.obj;-2.163312000;5.219713000;4.107728000;0.707106800000000;0.000000000000000;0.000000000000000;-0.707106700000000;1;A
generalbookstackshort01.obj;3.970831000;-5.392907000;7.469301000;1.000000000000000;0.000000000000000;0.000000000000000;0.000000021855690;1;A
generalbookstacktall01.obj;3.085643000;-5.355239000;7.469301000;1.000000000000000;0.000000000000000;0.000000000000000;0.000000021855690;1;A
inntablesmall.obj;2.879543000;-0.177214700;4.137193000;1.000000000000000;0.000000000000000;0.000000000000000;0.000000021855690;1;A
stormwindrug02.obj;2.744411000;-0.180246600;4.114406000;1.000000000000000;0.000000000000000;0.000000000000000;0.000000021855700;1.7947;A
flowerswreath01.obj;1.162453000;5.184841000;7.821077000;0.584487300000000;0.584487200000000;-0.397963200000000;0.397963200000000;1;A
flowersbunch03.obj;-0.133520800;4.971364000;6.222896000;0.706864500000000;0.018509900000000;0.018509900000000;0.706864500000000;1;A
greenbottle02.obj;1.399951000;4.973812000;6.220679000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.08;A
greenbottle02.obj;1.634571000;4.912833000;6.203483000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;0.7941177;A
bottle01.obj;1.062840000;4.956568000;6.206675000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1;A
deadminecargonethangshort.obj;2.215569000;-0.036697760;6.096467000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;0.5148115;A
generalchairloend01.obj;2.149582000;-0.149123900;4.149557000;0.999390800000000;0.000000000000000;0.000000000000000;-0.034899470000000;1;A
generalchairloend01.obj;3.787711000;-0.188647600;4.149557000;0.043619390000000;0.000000000000000;0.000000000000000;-0.999048200000000;1;A
barrel01.obj;-3.830843000;3.699804000;4.088272000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;0.8403361;C
barrel01.obj;-4.930827000;-2.580731000;4.088272000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;0.8403361;C
barrel01.obj;5.279844000;-4.064280000;8.751489000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;0.8403361;C
bottle01.obj;-2.820804000;4.970897000;5.258952000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1;C
bottle01.obj;2.016938000;4.956568000;6.206678000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1;C
bowl.obj;-2.673341000;4.540778000;5.253342000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1;C
bowl.obj;-2.091504000;3.514032000;
