ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;ScaleFactor;ModelId;Type
wallpieceruin01.obj;17542.34;170.078;16517.59;0;106.5;0;;194840;wmo
wallpieceruin01.obj;17460.32;140.584;16269.73;0;309;0;;194841;wmo
gateruined01.obj;17526.04;168.007;16437.75;0;88.5;0;;194975;wmo
wallpostruined01.obj;17491.7;146.728;16308.17;0;0;0;;194976;wmo
wallpostruined01.obj;17459.15;146.663;16268.66;0;31;0;;194977;wmo
md_snogremound1room.obj;17624.33;143.926;16208.04;0;8;0;;197583;wmo
duskwoodabandoned_townhall_nowall.obj;17416.1;151.888;16436.96;0;88;0;;197841;wmo
duskwoodfarmhouseburnt.obj;17397.15;147.932;16523.28;0;318.5;0;;197847;wmo
duskwoodchapel.obj;17394.44;151.752;16559.35;0;211;0;;197848;wmo
duskwood_barracks.obj;17325.23;154.423;16556.27;0;118;0;;197850;wmo
duskwoodabandoned_human_farm.obj;17389.01;136.274;16347.71;0;208.5;0;;197851;wmo
ruinedhumanguardtower01.obj;17439.53;141.736;16315;0;303.5;0;;197856;wmo
wallpiecestairs01.obj;17246.16;139.8542;16482.16;0;263;0;;198506;wmo
wallposttunnel01.obj;17246.1;139.8148;16480.69;0;264.5;0;;198507;wmo
wallpieceruin02.obj;17237.03;140.0672;16478.81;0;83.5;0;;198508;wmo
wallposttunnel01.obj;17240.42;139.827;16530.3;0;264.5;0;;198509;wmo
wallpieceruin01.obj;17240.35;140.162;16532.36;0;263;0;;198510;wmo
wallpostruined01.obj;17384.6;133.903;16265.38;0;43.5;0;;198512;wmo
wallpiecestairs01.obj;17384.85;133.7401;16266.15;0;224;0;;198513;wmo
wallposttunnel01.obj;17350.05;133.5492;16300.65;0;46;0;;198514;wmo
wallpieceruin01.obj;17314.64;133.993;16337.65;0;46.5;0;;198515;wmo
wallpost01.obj;17313.73;133.268;16339.21;0;359.5;0;;198516;wmo
duskwoodfarmhouseburnt.obj;17470.98;155.1061;16459.36;0;272;0;;205051;wmo
huruinedbuildingssmall02.obj;17387.88;146.4989;16386.47;0;177;0;;291827;wmo
huruinedbuildingsmed02.obj;17473.6;159.267;16415.91;0;92;0;;291828;wmo
huruinedbuildingsmed01.obj;17364.46;152.6693;16490.64;0;156;0;;291829;wmo
huruinedbuildingssmall01.obj;17347.11;152.706;16525.84;0;132.5;0;;291830;wmo
huruinedbuildingsbig03.obj;17442.63;155.997;16482.16;0;269;0;;291889;wmo
redridge_human_farm.obj;17186.71;34.2836;16179.65;0;332;0;;294639;wmo
alteractree03.obj;17386.45;42.34287;15973.96;0;12.92191;0;1.152344;193707;m2
winterspringtree02.obj;17501.31;136.0146;16181.05;0;62.73322;0;1.166016;195721;m2
alteractree03.obj;17311.01;48.7473;16072.24;0;354.803;0;1.114258;193690;m2
alteractree03.obj;17056.36;49.0552;16400.78;0;86.9924;0;1.049805;193677;m2
alteractree03.obj;17419.98;60.06247;16052.11;0;236.653;0;1.048828;193692;m2
alteractree08.obj;17283.18;46.08435;16089.84;0;0;0;1;201000;m2
winterspringtree02.obj;17549.93;135.4126;16285.5;0;0;0;1;195688;m2
winterspringtree02.obj;17583.99;142.543;16120.25;0;262.471;0;0.9423828;195720;m2
alteractree03.obj;17176.27;46.87917;16263.03;0;230.357;0;0.8847656;193683;m2
alteractree03.obj;17218.39;50.66202;16194.62;0;245.0356;0;0.8710938;193685;m2
alteractree01.obj;17199.53;45.64431;16206.06;0;39.0686;0;1.225586;193687;m2
alteractree01.obj;17228.48;39.75876;16130.99;0;355.38;0;1.196289;193688;m2
winterspringtree02.obj;17544.68;166.8593;16411.06;0;348.563;0;0.8398438;202153;m2
alteractree01.obj;17596.33;100.6717;16014.04;0;338.565;0;1.111328;193896;m2
alteractree01.obj;17381.27;42.32296;15988.46;0;52.53979;0;1.108398;193708;m2
winterspringtree02.obj;17432.89;141.5602;16152.95;0;37.1459;0;0.7724609;195717;m2
alteractree01.obj;17460.13;59.68035;15990.87;0;85.50922;0;1.081055;193701;m2
alteractree01.obj;17093.39;43.36568;16356.15;0;269.536;0;1.060547;193680;m2
alteractree08.obj;17047.27;48.5;16406.35;0;296.937;0;0.7373047;201918;m2
alteractree01.obj;17379.45;70.13169;16084.26;0;271.074;0;1.046875;193698;m2
alteractree01.obj;17161.68;40.37886;16277.09;0;243.047;0;1.040039;193684;m2
bird01.obj;17161.67;37.26473;16182.78;0;323.801;0;1;223139;m2
alteractree01.obj;17435.45;61.19914;16048.84;0;133.158;0;1.020508;193700;m2
alteractree01.obj;17532.31;98.67638;15993.74;0;45.45178;0;1.011719;193897;m2
wintertree02.obj;17443.55;138.7824;16151.62;-4;21.5119;-6.5;1.009766;195718;m2
ironforgetree04.obj;17573.52;136.1932;16123.19;0;163.657;0;1.191406;195724;m2
alteractree01.obj;17211.97;45.96664;16183.38;0;134.612;0;0.9423828;193686;m2
wintertree04.obj;17575.31;137.9568;16117.2;0;125.534;0;1.177734;195719;m2
alteractree01.obj;17380.43;56.69537;16062;0;142.629;0;0.9140625;193699;m2
ironforgetree04.obj;17511.44;134.9989;16186.2;-5.5;296.618;-3;1.046875;195723;m2
wintertree02.obj;17541.84;133.7628;16281.37;0;0;0;1;195689;m2
wintertree02.obj;17427.43;149.7438;16400.24;0;346.7551;0;0.9628906;205202;m2
alteractree01.obj;17289.13;38.98755;16064.92;0;333.247;0;0.8378906;193691;m2
wintertree04.obj;17468.85;157.3983;16401.01;0;177.457;0;1.015625;205200;m2
alteractree01.obj;17093.12;39.00165;16341.37;0;225.479;0;0.7929688;193681;m2
alteractree01.obj;17136.33;42.54066;16318.31;0;272.271;0;0.7910156;193682;m2
ironforgetree04.obj;17481.33;138.0424;16252.52;0;221.337;0;0.9472656;195716;m2
alteractree01.obj;17093.11;66.19236;16404.14;0;245.036;0;0.7509766;193679;m2
wintertree04.obj;17594.25;139.6985;16208.25;0;106.296;0;0.9316406;195715;m2
winterspringtree02.obj;17386.24;151.9123;16527.78;0;240.8936;0;0.5;205195;m2
ironforgetree04.obj;17417.46;153.2789;16484.55;0;288.675;0;0.8730469;205196;m2
wintertree02.obj;17548.38;166.762;16476.11;0;297.805;0;0.7929688;202152;m2
ironforgetree04.obj;17397.35;141.4403;16357.88;0;227.193;0;0.8242188;205199;m2
wintertree02.obj;17476.04;157.9776;16401.58;0;71.71039;0;0.7167969;205201;m2
ironforgetree04.obj;17504.47;135.7856;16191.44;0;238.323;0;0.78125;195722;m2
wintertree04.obj;17383.94;151.9454;16472.37;0;44.70947;0;0.7861328;205198;m2
wintertree04.obj;17551.76;167.1671;16410.63;4.5;151.499;6;0.7412109;202154;m2
wintertree02.obj;17414.9;152.8879;16473.69;-7;100.934;-4.5;0.6279297;205197;m2
alteractree02.obj;17450.72;60.15181;15996.31;0;38.0358;0;1.237305;193758;m2
alteractree02.obj;17097.18;38.94268;16333.64;0;236.927;0;1.165039;193744;m2
alteractree02.obj;17374.77;74.91392;16084.78;0;344.696;0;1.145508;193755;m2
alteractree02.obj;17339.48;39.79061;15993.88;0;128.687;0;1.128906;193872;m2
alteractree02.obj;17317.49;50.62564;16068.37;0;45.298;0;1.120117;193752;m2
alteractree02.obj;17137.99;39.82736;16305.81;0;160.427;0;1.088867;193742;m2
alteractree02.obj;17131.05;42.53788;16319.79;0;226.182;0;1.086914;193741;m2
alteractree02.obj;17282.15;38.77694;16067.25;0;335.39;0;1.051758;193753;m2
alteractree02.obj;17203.27;39.08173;16181.29;0;79.3349;0;1.046875;193745;m2
alteractree02.obj;17277.82;44.63106;16091.64;0;73.2041;0;1.015625;193749;m2
alteractree02.obj;17188.44;44.22231;16204.27;0;221.711;0;0.9824219;193746;m2
alteractree02.obj;17088.66;64.75559;16399.95;0;316.35;0;0.9443359;193776;m2
smalldock.obj;17161.37;31.81865;16161.41;0;55;0;1;294640;m2
alteractree02.obj;17231.85;41.42717;16121.64;0;46.01208;0;0.8847656;193747;m2
alteractree02.obj;17418.96;59.20174;16044.3;0;151.012;0;0.8710938;193757;m2
alteractree02.obj;17373.67;57.78484;16060.88;0;159.724;0;0.8642578;193756;m2
alteractree02.obj;17221.35;39.76446;16134.09;0;9.481506;0;0.8623047;193748;m2
alteractree02.obj;17603.16;100.0923;16006.87;0;2.746674;0;0.8515625;193984;m2
alteractree02.obj;17442.55;61.97497;16045.7;0;266.921;0;0.8359375;193754;m2
wintermidtree01.obj;17294.33;144.6832;16489.64;0;31.48779;0;0.7890625;205188;m2
westfallgrainsilodestroyed01.obj;17354.08;150.4541;16476.38;0;340;5;1;205059;m2
alteractree02.obj;17094.27;38.48521;16336.66;0;124.479;0;0.7548828;193743;m2
wintermidtree01.obj;17329.86;149.1591;16498.81;0;60.41565;0;0.7285156;205186;m2
wintermidtree01.obj;17311.94;148.8361;16508.92;0;310.681;0;0.6699219;205189;m2
wintermidtree01.obj;17316.56;147.5563;16496.65;0;180.407;0;0.8486328;205187;m2
alteractree04.obj;17215.05;50.74366;16197.86;0;37.60739;0;1.239258;193716;m2
alteractree04.obj;17229.1;40.59801;16122.52;0;218.92;0;1.239258;193719;m2
alteractree04.obj;17279.17;43.03251;16086.21;0;233.862;0;1.239258;193751;m2
wintermidtree01.obj;17326.71;148.2003;16484.87;0;217.602;0;0.6298828;205194;m2
ballistaruined.obj;17422.88;139.7385;16356.16;-9.5;293;39.5;1;205228;m2
alteractree04.obj;17588.74;99.76418;16009.17;0;221.865;0;1.154297;193977;m2
alteractree04.obj;17136.59;41.35125;16312.07;0;95.3093;0;1.097656;193713;m2
alteractree04.obj;17315.88;52.17235;16076.45;0;139.926;0;1.085938;193724;m2
alteractree04.obj;17160.36;40.24599;16272.07;0;35.7067;0;1.085938;193715;m2
ballistaruined.obj;17358.88;133.9443;16323.24;15;102.5;6;1;205229;m2
alteractree04.obj;17431.26;63.80187;16055.18;0;74.25891;0;1.020508;193725;m2
meatwagonwrecked01.obj;17376.08;134.3965;16308.62;6;77.27289;-3;1;205284;m2
alteractree04.obj;17440.81;62.61529;16047.99;0;157.758;0;0.9921875;193727;m2
meatwagonwrecked01.obj;17594.24;181.0006;16421.06;5.5;279.668;-3;1;205278;m2
fish01.obj;17210.69;30.95219;16004.16;0.5;0;3.5;1.648438;337666;m2
alteractree04.obj;17590.43;99.13108;16004.27;0;120.425;0;0.9541016;193978;m2
alteractree04.obj;17383.59;58.33898;16060.03;0;9.668274;0;0.9541016;193721;m2
alteractree04.obj;17278.14;43.03878;16087.86;0;310.022;0;0.9179688;193750;m2
alteractree04.obj;17437.58;61.93391;16046.9;0;34.91559;0;0.8847656;193726;m2
ballistabow01.obj;17561.8;176.6451;16427.04;-22;27;2.5;1;205218;m2
duskwoodruinsfoundation01.obj;17411.31;147.0925;16510.64;0;62.5;0;1.208984;205500;m2
fish01.obj;17101.54;25.59049;16014.58;0.5;0.5;3;1.478516;337665;m2
fish01.obj;17217.99;29.37823;15995.9;0;0;5.5;1.489258;337667;m2
ballistabow01.obj;17317.36;150.7384;16528.29;18;175;-24.5;1;205210;m2
alteractree04.obj;17284.42;38.88283;16064.98;0;52.45032;0;0.8447266;193720;m2
