ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;ScaleFactor;ModelId;Type
duskwood_barracks.obj;16378.45;62.8761;16112.03;0;2;0;;123909;wmo
duskwood_stable.obj;16461.26;55.0072;16077.93;0;334;0;;153856;wmo
duskwoodabandoned_humantwostory.obj;16450.33;55.3644;16101.04;0;0;0;;153873;wmo
duskwoodabandoned_human_farm.obj;16481.43;50.4141;16116.4;0;273.5;0;;153874;wmo
duskwoodabandoned_blacksmith.obj;16433.48;53.4516;16071.14;0;0;0;;153875;wmo
wetlandshumandock01.obj;16305.69;36.5505;16336.23;0;6;0;;335328;wmo
wetlandshumandock01.obj;16123.94;34.7558;16355.99;0;218;0;;335329;wmo
fenriskeep.obj;16381.03;53.8724;16245.11;0;0;0;;567580;wmo
silverpinetree04.obj;16038.19;149.8859;16511.08;0.5;166.652;1.5;1.014648;97313;m2
silverpinetree04.obj;16183.45;135.287;16562.03;0.5;318.02;3.5;0.9140625;144316;m2
silverpinetree04.obj;16482.36;41.94588;16347.96;0.5;143.574;2.5;0.8291016;156729;m2
silverpinetree04.obj;16502.19;35.83066;16031.95;0;220.766;3.5;0.8222656;157989;m2
silverpinetree04.obj;16350.63;49.17816;16269.95;0;104.505;3.5;0.6318359;156755;m2
silverpinetree04.obj;16391.41;38.06649;16380.96;0;76.47809;3;0.6074219;157055;m2
silverpinetree02.obj;15997.59;52.86821;16390.62;0.5;195.64;1.5;1.014648;131103;m2
silverpinetree02.obj;16177.8;96.71017;16524.98;0;338.082;1.5;1.003906;144319;m2
silverpinetree02.obj;16066.38;118.9127;16495.9;0.5;12.88229;3;0.9765625;97316;m2
silverpinetree02.obj;16164.3;127.161;16552.18;0.5;238.619;2;0.9609375;144317;m2
silverpinetree02.obj;16013.81;155.6699;16483.81;0;41.78821;1.5;0.953125;97306;m2
silverpinetree02.obj;16462.51;40.2049;16173.54;0;114.822;4.5;0.9384766;157089;m2
silverpinetree02.obj;16019.46;104.558;16541.34;0;293.882;1;0.9355469;129410;m2
silverpinetree02.obj;16392.82;41.83583;15973.69;0;41.61749;4;0.9111328;158180;m2
silverpinetree02.obj;16507.56;40.53595;16348.77;0;232.698;2;0.8759766;156732;m2
silverpinetree02.obj;16191.87;63.12891;16466.78;1;338.686;1;0.8623047;157136;m2
silverpinetree02.obj;16316.51;52.46327;16159.08;-2.5;25.577;3.5;0.7753906;157113;m2
silverpinetree02.obj;16345.15;42.78763;16288.33;0;216.13;2.5;0.7441406;156757;m2
silverpinetree02.obj;16365.27;34.87254;16374.38;-2.5;109.669;-0.5;0.6523438;157063;m2
silverpinetree02.obj;16403.14;41.52631;16374.53;0.5;283.291;3;0.6416016;157059;m2
silverpinetree02.obj;16452.63;44.15084;16352.08;0.5;322.788;3.5;0.6103516;156735;m2
silverpinetree01.obj;16388.96;50.54729;16004.21;0.5;288.784;3.5;1.085938;158194;m2
silverpinetree01.obj;16033.95;50.13557;16408.06;0.5;347.036;3;1.085938;131111;m2
silverpinetree01.obj;16304.94;46.56579;16522.2;0;216.404;3;1.080078;157143;m2
silverpinetree01.obj;16283.17;53.51831;16078.32;1;125.262;3;1.058594;567581;m2
silverpinetree01.obj;16448.27;53.98717;16154.37;1;298.156;2;1.054688;157094;m2
dustwallowtree04.obj;16278.65;53.21812;16048.14;0;270.097;2.5;1.09668;158228;m2
silverpinetree01.obj;16276.09;48.07151;16125.04;0;315.878;3;1.03125;157117;m2
silverpinetree01.obj;16044.07;135.2532;16495.73;0;283.978;2;1.032227;97319;m2
dustwallowtree04.obj;16324.9;58.54942;16094.98;-2.5;109.691;3.5;1.037109;154356;m2
silverpinetree01.obj;16378.65;47.19051;15984.78;0;106.461;3.5;1.015625;158193;m2
silverpinetree01.obj;16205.66;67.10459;16473.79;0;279.512;-1;1.009766;157137;m2
dustwallowtree04.obj;16461.51;54.15963;16060.68;-2.5;174.234;6;0.9765625;154357;m2
dustwallowtree04.obj;16392.45;54.43214;16175.46;-1;163.207;-3.5;1.003906;154355;m2
silverpinetree01.obj;16267.65;57.28304;16081.65;0;82.99329;1;0.9804688;157115;m2
silverpinetree01.obj;16035.93;132.3603;16477.13;0;58.6857;3.5;0.9667969;97318;m2
silverpinetree01.obj;16534.79;40.0539;16370.53;0;181.983;1.5;0.9697266;156738;m2
dustwallowtree04.obj;16508.35;53.54689;16099.63;0;182.884;9;0.9511719;157985;m2
dustwallowtree04.obj;16396.12;58.32058;16113.93;-1.5;107.274;-1.5;0.9853516;154349;m2
silverpinetree01.obj;16379.96;43.06139;16343.38;0;294.025;1.5;0.9492188;157066;m2
silverpinetree01.obj;16437.08;52.37209;16014.36;1;202.583;1.5;0.9423828;158196;m2
silverpinetree01.obj;16295.54;53.2729;16127.41;0;90.7059;2;0.9443359;157118;m2
silverpinetree01.obj;16368.9;53.88438;16256.75;0;210.636;1;0.9384766;156762;m2
dustwallowtree04.obj;16342.76;54.98695;16142.92;2;20.38181;-2;0.9375;154040;m2
silverpinetree01.obj;16489.71;49.56212;16043.99;0;145.716;2;0.9111328;157990;m2
silverpinetree01.obj;16361.85;33.57941;16384.25;-2.5;195.101;-2.5;0.875;157065;m2
dustwallowtree04.obj;16320.06;58.80113;16056.51;0;47.582;5;0.890625;154394;m2
dustwallowtree04.obj;16410.96;59.24912;16077.33;0;19.61121;-2;0.8984375;154354;m2
silverpinetree01.obj;16360.31;33.02331;16404.5;0;330.633;2.5;0.8242188;157072;m2
silverpinetree01.obj;16418.3;42.50837;16382.73;0;160.537;3;0.7148438;157069;m2
silverpinetree01.obj;16491.33;34.18646;16303.07;0;141.464;2;0.6660156;156741;m2
silverpinetree01.obj;16527.7;37.45112;16352.08;1;216.086;3;0.6279297;156742;m2
dustwallowtree05.obj;16502.85;49.39868;16077.14;0;117.989;2.5;1.074219;157986;m2
dustwallowtree05.obj;16359.84;58.44783;16112.58;0;156.428;1;1.014648;154041;m2
dustwallowtree05.obj;16396.16;54.05237;16142.11;0;181.214;3;1.054688;154358;m2
dustwallowtree05.obj;16413.29;59.23119;16119.87;1;255.561;3;1;154396;m2
silverpinetree03.obj;16139.02;122.6946;16512.83;0.5;93.60638;3.5;1.091797;144346;m2
silverpinetree03.obj;16159.96;38.23447;16448.05;0;29.01581;3;1.069336;157135;m2
dustwallowtree05.obj;16308.68;52.87653;16049.22;1;62.09668;2.5;0.9140625;154351;m2
silverpinetree03.obj;16475.01;56.38176;16147.34;1.5;5.84491;3;1.043945;157095;m2
dustwallowtree05.obj;16424.25;54.7003;16043.32;4.5;15.3923;3;0.9472656;154395;m2
silverpinetree03.obj;16022.37;51.75179;16406.38;0.5;300.496;2.5;1.024414;131116;m2
dustwallowtree05.obj;16364.08;54.78925;16193.87;0;314.383;3;0.9042969;154350;m2
dustwallowtree05.obj;16304.86;55.67488;16018.03;1;356.972;1.5;0.9736328;158229;m2
silverpinetree03.obj;16321.5;44.31498;16213.21;0;41.01318;2;1.008789;157128;m2
dustwallowtree05.obj;16475.19;53.53167;16093.51;0;92.004;4.5;0.9238281;154353;m2
silverpinetree03.obj;16435.29;53.25339;16153.49;0;282.808;1.5;1.006836;157098;m2
silverpinetree03.obj;16425.7;53.23311;16019.49;1;208.977;3;0.9853516;158206;m2
silverpinetree03.obj;16150.43;79.39023;16485.21;0.5;257.637;1.5;0.9804688;157133;m2
silverpinetree03.obj;16335.73;53.21727;16243.47;0;336.16;2;0.9804688;156773;m2
silverpinetree03.obj;16330.41;36.42521;16287.05;1;168.03;3;0.9541016;156768;m2
silverpinetree03.obj;16367.21;33.63868;16413.96;0;323.92;7.5;0.9355469;157073;m2
silverpinetree03.obj;16363.43;41.01492;16343.69;0.5;199.21;3;0.9560547;157075;m2
silverpinetree03.obj;15998.29;45.45486;16317.18;0;155.648;0;0.9785156;131115;m2
silverpinetree03.obj;16337.97;53.38283;16190.52;1;161.427;3;0.9511719;157122;m2
silverpinetree03.obj;16312.93;53.5022;16149.14;0;103.605;-2.5;0.9580078;157124;m2
silverpinetree03.obj;16159.69;102.5376;16503.91;0;152.319;2;0.9609375;144347;m2
silverpinetree03.obj;16037.51;141.4314;16486.74;0;142.536;0.5;0.9716797;97320;m2
silverpinetree03.obj;16474.34;35.07468;16188.98;1;4.735229;2;0.9443359;157099;m2
dustwallowtree05.obj;16427.02;53.555;16135.68;1.5;227.933;5;0.7939453;154397;m2
silverpinetree03.obj;16525.53;43.17399;16133.64;0;287.785;3;0.9355469;157987;m2
silverpinetree03.obj;16351.71;40.46263;16310.09;0.5;9.107941;2.5;0.9296875;156769;m2
silverpinetree03.obj;16416.89;53.0625;16200.05;1;232.84;3.5;0.9199219;157097;m2
silverpinetree03.obj;16372.37;50.67192;16001.45;1.5;153.396;4.5;0.9042969;158204;m2
silverpinetree03.obj;16106.88;79.99789;16461.46;0;237.839;4;0.9160156;157134;m2
silverpinetree03.obj;16259.41;42.36127;16089.83;1;82.5538;3.5;0.9023438;157126;m2
silverpinetree03.obj;16352.85;33.74334;16373.76;-0.5;67.8317;-4;0.9023438;157074;m2
silverpinetree03.obj;16391.16;46.75817;16301.27;0.5;342.872;3;0.8916016;156770;m2
silverpinetree03.obj;16392.21;45.34045;16334.84;0;245.794;4.5;0.8466797;157076;m2
fish01.obj;16429.29;18.8693;16542.04;0;337.082;5;1.987305;337651;m2
tirisfallboardwalk01.obj;16379.24;54.97562;16142.71;0;90.5;16.5;0.6884766;153855;m2
silverpinetree03.obj;16355.62;54.57639;16244.05;0;106.098;1;0.7324219;156772;m2
tirisfallboardwalk01.obj;16412.7;53.99715;16129.44;48.5;45;-1.5;0.5791016;153878;m2
tirisfallboardwalk01.obj;16345.37;54.14462;16129.62;48.5;314;-1.5;0.5791016;153882;m2
tirisfallboardwalk01.obj;16333.1;54.16768;16117.22;48.5;314;-1.5;0.5791016;153883;m2
tirisfallboardwalk01.obj;16320.51;54.47427;16105.01;48.5;314;-1.5;0.5791016;153884;m2
fish01.obj;16204.78;18.82279;16358.59;0;341.619;2;1.808594;337644;m2
fish01.obj;16259.37;20.19571;16271.87;-4.5;127.154;6;1.691406;337642;m2
silverpinetree03.obj;16371.7;53.41158;16261.8;1.5;155.692;2;0.6992188;156771;m2
fish01.obj;16194.38;22.7725;16104.99;0;12.60168;0;1.801758;337637;m2
fish01.obj;16115.13;25.55874;16009.68;0;306.253;8.5;1.591797;337636;m2
kalidartreelog01.obj;16176.08;14.83526;16035.22;4.5;38.20059;-4.5;1.620117;345309;m2
tirisfallboardwalk01.obj;16312.81;54.71877;16087.19;48.5;269;-1.5;0.5791016;153885;m2
tirisfallboardwalk01.obj;16312.75;54.66515;16069.66;48.5;269;-1.5;0.5791016;153886;m2
tirisfallboardwalk01.obj;16312.98;55.02425;16052.32;48.5;269;-1.5;0.5791016;154012;m2
tirisfallboardwalk01.obj;16420.35;54.28668;16111.9;48.5;89.5;-1.5;0.5791016;153879;m2
tirisfallboardwalk01.obj;16420.3;54.36169;16094.29;48.5;89.5;-1.5;0.5791016;153880;m2
tirisfallboardwalk01.obj;16420.32;54.4074;16076.81;48.5;89.5;-1.5;0.5791016;153881;m2
tirisfallboardwalk01.obj;16420.29;54.44067;16059.15;48.5;89.5;-1.5;0.5791016;154008;m2
tirisfallboardwalk01.obj;16420.15;54.12438;16041.58;48.5;89.5;-1.5;0.5791016;154009;m2
fish01.obj;16198.93;21.91613;16098.74;3;218.539;8;1.524414;337639;m2
tirisfallboardwalk01.obj;16362.93;54.01493;16136.83;48.5;0;-1.5;0.5791016;153876;m2
tirisfallboardwalk01.obj;16395.56;54.17127;16136.77;48.5;0;-1.5;0.5791016;153877;m2
redridgedocksbeam01.obj;16416.29;58.9892;16076.77;0;0.5;0;0.7392578;153892;m2
redridgedocksbeam01.obj;16316.69;59.47235;16087.11;0;359.5;0;0.7392578;153896;m2
redridgedocksbeam01.obj;16363.04;58.8154;16132.79;0;270;0;0.7392578;153887;m2
redridgedocksbeam01.obj;16416.42;59.12245;16111.71;0;0;0;0.7392578;153890;m2
redridgedocksbeam01.obj;16416.33;58.87298;16094.27;0;0;0;0.7392578;153891;m2
redridgedocksbeam01.obj;16316.71;59.48188;16069.82;0;0;0;0.7392578;153897;m2
redridgedocksbeam01.obj;16416.29;58.94582;16059.03;0;0;0;0.7392578;154010;m2
redridgedocksbeam01.obj;16416.27;58.65391;16041.47;0;0;0;0.7392578;154011;m2
redridgedocksbeam01.obj;16316.67;59.7639;16052.31;0;0;0;0.7392578;154013;m2
redridgedocksbeam01.obj;16395.56;59.17473;16132.86;0;270;0;0.7392578;153888;m2
wreckedrowboat.obj;16173.22;11.13333;16199.26;-15.5;260.977;48.5;1.537109;345313;m2
fish01.obj;16432.38;20.67967;16510.32;0.5;74.63239;2;1.569336;337653;m2
redridgedocksbeam01.obj;16379.48;58.4675;16132.83;0;271;0;0.6591797;153854;m2
redridgedocksbeam01.obj;16387.03;49.69729;16140.58;92.5;292.5;16.5;0.6298828;154014;m2
