ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;ScaleFactor;ModelId;Type
silverpinetree04.obj;16851.87;39.3203;16279;1;229.006;2;1.060547;158566;m2
silverpinetree04.obj;16810.84;35.3979;16010.2;0.5;5.27362;1.5;1.003906;158482;m2
silverpinetree04.obj;16881.84;37.3189;16173.65;0;184.565;2;0.9423828;158513;m2
silverpinetree04.obj;16502.19;35.83066;16031.95;0;220.766;3.5;0.8222656;157989;m2
silverpinetree04.obj;16952.15;37.6077;16241.73;0;306.066;3.5;0.5878906;158542;m2
silverpinetree02.obj;16636.48;39.4362;16411.93;1;314.889;2;1.091797;336400;m2
silverpinetree02.obj;16907.2;35.6441;16179.22;0;212.845;0.5;1.086914;158517;m2
silverpinetree02.obj;16688.94;38.8469;16391.66;0;307.693;1.5;1.058594;157005;m2
silverpinetree02.obj;16667.11;38.4266;16378.25;-2;169.931;0.5;1.041016;157007;m2
silverpinetree02.obj;16668.52;35.4269;16434.88;1;43.1227;5;1.011719;157004;m2
silverpinetree02.obj;16812.16;35.8006;16035.94;0;62.1076;4;0.9873047;158485;m2
silverpinetree02.obj;16881.91;37.557;16147.3;1;280.665;1.5;0.9736328;158514;m2
alteractree09.obj;16971.51;48.18163;16534.95;0;77.99429;0;1.25293;201920;m2
silverpinetree02.obj;16795.33;33.8254;15981.13;0;330.808;4.5;0.9267578;158488;m2
alteractree03.obj;17022.36;50.6684;16435.78;0;355.474;0;1.174805;193559;m2
silverpinetree02.obj;16507.56;40.53595;16348.77;0;232.698;2;0.8759766;156732;m2
alteractree03.obj;17056.36;49.0552;16400.78;0;86.9924;0;1.049805;193677;m2
alteractree03.obj;16909.46;34.7591;16461.71;0;102.989;0;1.03125;193556;m2
silverpinetree02.obj;16973.73;34.5648;16258.49;0;170.447;3.5;0.7373047;158546;m2
silverpinetree02.obj;16935.11;37.3735;16231.29;0.5;178.127;1.5;0.7412109;158549;m2
alteractree03.obj;16873.38;38.7539;16526.39;0;40.1233;0;0.8261719;209529;m2
alteractree08.obj;16963.5;46.31194;16549.94;0;47.90192;0;0.8173828;201919;m2
bird02.obj;16762.61;42.2883;16477.47;0;262.79;0;1;223110;m2
bird02.obj;16595.83;30.6036;16531.31;0;63.448;0;1;223115;m2
alteractree01.obj;17006.03;61.2988;16496.1;0;236.84;0;1.06543;193557;m2
alteractree08.obj;17047.27;48.5;16406.35;0;296.937;0;0.7373047;201918;m2
alteractree01.obj;16954.2;44.73228;16541.2;0;331.237;0;1.03418;193552;m2
bird02.obj;16598.01;34.25219;16548.81;0;303.199;0;1;223114;m2
bird02.obj;17007.48;44.4997;16321.75;0;54.2082;0;1;223112;m2
silverpinetree01.obj;16859.24;34.4741;16256.27;1;151.913;3;1.054688;158574;m2
silverpinetree01.obj;16963.02;34.2833;16283.34;1;104.34;1.5;1.058594;158552;m2
silverpinetree01.obj;16796.31;36.045;16025.35;0;65.9969;1.5;1.0625;158497;m2
silverpinetree01.obj;16919.36;37.8626;16237.62;0;153.253;1;1.041016;158550;m2
silverpinetree01.obj;16825.1;34.0156;16047.81;0;331.182;1.5;1.009766;158498;m2
bird02.obj;16740.23;38.0886;16493.18;0;45.8474;0;1;223111;m2
silverpinetree01.obj;16856.63;35.4769;16202.01;1;25.2144;2;0.9912109;158520;m2
kalidartreelog02.obj;16906.86;20.4332;16381.41;-3.5;181.849;4.5;1.683594;345326;m2
