ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;ScaleFactor;ModelId;Type
undercity.obj;16826.83;62.54521;15418.95;0;179.5;0;;239598;wmo
nd_forsaken_wall.obj;16392.08;46.9319;15563.55;0;324.5;0;;5886739;wmo
nd_forsaken_wall_end.obj;16409.35;46.3437;15575.85;0;51.5;0;;5886742;wmo
nd_forsaken_wall_end.obj;16446.25;48.5621;15609.76;0;51;0;;5886750;wmo
nd_forsaken_wall.obj;16461.91;49.2322;15625.93;0;311.5;0;;5886751;wmo
nd_forsaken_wall_small_wide.obj;16362.85;42.27;15657.9;0;207;0;;5886761;wmo
nd_forsaken_wall_small_wide_end.obj;16351.01;43.46441;15664.24;0;209;0;;5886762;wmo
nd_forsaken_wall_small_wide_end.obj;16390.93;43.9903;15639.01;0;225.5;0;;5886763;wmo
nd_forsaken_wall_small_wide.obj;16380.8;42.327;15646.98;0;216;0;;5886764;wmo
nd_forsaken_wall_small_wide_end.obj;16264.97;44.1469;15698.43;0;29.5;0;;5886774;wmo
nd_forsaken_wall_small_wide.obj;16296.15;43.6265;15685.67;0;20;0;;5886775;wmo
nd_forsaken_wall_small_wide.obj;16276.54;43.0609;15693.43;0;22.5;0;;5886776;wmo
nd_forsaken_wall_small_wide.obj;16320.28;43.34121;15677.16;0;19;0;;5886777;wmo
nd_forsaken_wall_small_wide_end.obj;16308.67;43.6658;15680.82;0;22;0;;5886778;wmo
nd_forsaken_wall_small_wide.obj;16339.93;43.58421;15669.29;0;206;0;;5886779;wmo
nd_forsaken_wall_small_wide.obj;16087.53;50.1163;15718.57;0;13.5;0;;5886782;wmo
nd_forsaken_wall_small_wide_end.obj;16075.62;50.2876;15721.1;0;16.5;0;;5886783;wmo
nd_forsaken_wall_small_wide_end.obj;16120.51;50.4883;15713.39;0;192;0;;5886799;wmo
nd_forsaken_wall_small_wide.obj;16108.44;50.1902;15714.98;0;189;0;;5886800;wmo
nd_forsaken_wall_small_wide.obj;16133.69;50.4028;15710.79;0;190;0;;5886807;wmo
nd_forsaken_wall_small_wide.obj;16153.86;50.10991;15705.4;0;198.5;0;;5886808;wmo
nd_forsaken_wall_small_wide_end.obj;16165.76;49.50411;15701.22;0;205.5;0;;5886809;wmo
nd_forsaken_wall_small_wide_end.obj;16031.63;50.659;15737.79;0;35.5;0;;5886829;wmo
nd_forsaken_wall_small_wide.obj;16061.55;50.2578;15760.19;0;16.5;0;;5886836;wmo
nd_forsaken_wall_small_wide_end.obj;16074.34;50.6059;15756.12;0;18.5;0;;5886837;wmo
nd_forsaken_wall_small_wide.obj;16086.16;50.1731;15753.17;0;15.5;0;;5886838;wmo
nd_forsaken_wall_small_wide.obj;16106.68;50.0595;15748.35;0;189.5;0;;5886840;wmo
nd_forsaken_wall_small_wide_end.obj;16118.74;50.33861;15746.66;0;192.5;0;;5886841;wmo
nd_forsaken_wall_small_wide.obj;16131.89;50.1451;15743.94;0;190.5;0;;5886842;wmo
nd_forsaken_wall_small_wide.obj;16152.27;50.2119;15738.65;0;198;0;;5886843;wmo
nd_forsaken_wall_small_wide_end.obj;16164.2;50.16;15734.57;0;205;0;;5886844;wmo
nd_forsaken_wall_small_wide_end.obj;16030.94;50.161;15774.52;0;37;0;;5886868;wmo
nd_forsaken_wall_small_wide.obj;16042.15;49.92599;15768.14;0;27.5;0;;5886869;wmo
nd_forsaken_wall_end.obj;16474.64;48.589;15640.04;0;41.5;0;;5897736;wmo
nd_forsaken_wall_end.obj;16374.33;46.3251;15550.82;0;53.5;0;;5897737;wmo
nd_forsaken_wall.obj;16361.79;47.04241;15534.56;0;300.5;0;;5897738;wmo
nd_forsaken_wall_small_wide.obj;16008.86;54.4721;15667.85;0;44.5;0;;5918915;wmo
nd_forsaken_wall_small_wide_end.obj;15999.97;57.1476;15676.62;0;45;0;;5918916;wmo
nd_forsaken_wall_small_wide_end.obj;16018.36;55.9308;15658.6;0;45;0;;5918917;wmo
nd_forsaken_wall_small_wide.obj;16012.61;57.0187;15647.53;0;116;0;;5918919;wmo
nd_forsaken_wall_end.obj;16073.87;52.4659;15634.48;0;298.5;0;;5952315;wmo
silverpinetree04.obj;16100.26;147.906;15514.32;0.5;201.133;2;1.088867;130806;m2
silverpinetree04.obj;16055.16;51.45755;15617.29;0;252.353;1;1.042969;130763;m2
silverpinetree04.obj;16417.65;46.81639;15975.94;0;266.932;5;1.026367;158179;m2
silverpinetree04.obj;16187.86;48.59262;15637.86;0;209.098;2;0.9960938;130827;m2
silverpinetree04.obj;16420.6;59.52079;15508.06;0;0;0;1;199772;m2
silverpinetree04.obj;16320.6;43.00661;15549.64;1.5;50.00031;0.5;0.9248047;130853;m2
silverpinetree04.obj;16502.19;35.83066;16031.95;0;220.766;3.5;0.8222656;157989;m2
zuldrak_bats_lower_01.obj;15975.24;89.56944;15652.09;0;220;0;1.279297;5918983;m2
zuldrak_bats_lower_01.obj;16096.47;74.68902;15672.33;0;131.5;0;1.279297;5918984;m2
zuldrak_bats_lower_01.obj;16090.42;73.69484;15711.12;0;43;0;1.279297;5918982;m2
silverpinetree04.obj;16211.41;42.2247;15736.57;0.5;343.311;1;0.6728516;131985;m2
silverpinetree02.obj;15964.51;47.54009;15725.49;0.5;316.899;3.5;1.256836;6027966;m2
silverpinetree02.obj;16081.58;40.89173;15807.6;0.5;220.338;1;1.085938;131009;m2
silverpinetree02.obj;16131.68;140.761;15519.21;0.5;99.33038;2;1.075195;130808;m2
silverpinetree02.obj;16095.84;87.43333;15562.44;0;211.713;0.5;1.086914;130819;m2
silverpinetree02.obj;16107.16;39.33461;15797.94;0.5;76.98358;0.5;1.072266;131005;m2
silverpinetree02.obj;16339.85;72.0759;15501.67;0;251.628;1;1.068359;130869;m2
silverpinetree02.obj;16196.42;79.9991;15544.52;0;147.078;0.5;1.032227;130848;m2
silverpinetree02.obj;16124.35;170.9228;15486.43;0;329.995;2;1;130813;m2
silverpinetree02.obj;16333.07;44.1619;15558.81;0.5;330.743;1.5;0.9912109;130857;m2
silverpinetree02.obj;16010.23;42.5531;15824.24;0.5;204.407;2;0.9628906;130211;m2
silverpinetree04.obj;16230.23;38.41034;15739.28;0.5;145.573;1.5;0.4628906;131987;m2
silverpinetree02.obj;16307.52;47.3404;15642.27;0;344.86;-1.5;0.9335938;131028;m2
silverpinetree02.obj;16392.82;41.83583;15973.69;0;41.61749;4;0.9111328;158180;m2
silverpinetree02.obj;16278.29;53.96168;15557.52;0;352.046;1;0.9130859;130854;m2
tirisfallgladecanopytree04.obj;16405.57;69.9276;15431.24;-0.5;38.5444;9.5;1.199219;199758;m2
silverpinetree04.obj;16191.04;40.7766;15752.14;-2;201.331;-0.5;0.421875;131989;m2
tirisfallgladecanopytree06.obj;16466.7;43.86002;15450.73;0.5;359.879;-6.5;1.086914;199766;m2
silverpinetree02.obj;16538.22;43.1259;15487.02;0;54.86041;-1.5;0.734375;199998;m2
silverpinetree02.obj;16430.73;47.48882;15629.89;0;325.36;-1.5;0.6748047;199963;m2
silverpinetree02.obj;16411.11;35.3307;15732.64;0;325.36;-1.5;0.6748047;199956;m2
silverpinetree02.obj;16422.98;43.8862;15554.7;0;210.86;-1.5;0.6748047;199970;m2
silverpinetree02.obj;16528.81;47.22063;15616.72;0;187.36;-1.5;0.6640625;199991;m2
bats_01.obj;16065.04;72.34332;15690.55;0;312.5;0;1;5918987;m2
silverpinetree01.obj;16388.96;50.54729;16004.21;0.5;288.784;3.5;1.085938;158194;m2
silverpinetree01.obj;15999.02;162.9564;15549.82;0;198.155;2.5;1.072266;130793;m2
silverpinetree01.obj;16281.56;46.6566;15641.07;0;57.8338;0.5;1.077148;131031;m2
silverpinetree01.obj;16034.12;173.3687;15516.04;0.5;73.4129;1.5;1.042969;130791;m2
silverpinetree01.obj;16275.35;59.34277;15568.7;0.5;50.17609;0.5;1.043945;130860;m2
silverpinetree01.obj;16113.65;97.17384;15552.88;0;53.2963;0.5;1.041016;130821;m2
silverpinetree01.obj;16378.65;47.19051;15984.78;0;106.461;3.5;1.015625;158193;m2
silverpinetree01.obj;16140.13;109.0619;15535.26;0;174.6;1.5;1.009766;130814;m2
silverpinetree01.obj;16074.8;45.18453;15796.08;0.5;188.74;1;1;131015;m2
dustwallowtree05.obj;15993.54;50.76006;15723.73;0;302.36;0;1.964844;5918981;m2
silverpinetree01.obj;16195.37;80.246;15554.36;0;146.782;0.5;0.9853516;130851;m2
silverpinetree01.obj;16135.52;59.30439;15601.49;0;267.877;1;0.9804688;130837;m2
fk_plaguewagon.obj;16341.02;47.4631;15631.63;-1.08671;121;3.77319;1;5886746;m2
silverpinetree01.obj;16166.24;43.07797;15758.68;0;179.324;0;0.9824219;131011;m2
