ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;ScaleFactor;ModelId;Type
stable.obj;18678.11;106.939;14611.76;0;21;0;;5964466;wmo
bird02.obj;18571.83;100.92;14698.8;0;0;0;3.569336;148989;m2
tirisfallgladecanopytree05.obj;18578.48;67.32025;14942.36;-0.5;101.671;-5;1.600586;131302;m2
tirisfallgladecanopytree02.obj;18492.06;126.539;14605.03;0;269.188;0;1.362305;131204;m2
tirisfallgladecanopytree06.obj;18594.2;89.18475;14591.23;-10.5;3.9552;0.5;1.430664;131727;m2
tirisfallgladecanopytree06.obj;18675.47;89.34647;14492.95;5.5;26.08231;8;1.410156;131718;m2
tirisfallgladecanopytree05.obj;18511.48;105.113;14662.92;-4.5;332.5;-8;1.424805;131732;m2
tirisfallgladecanopytree05.obj;18683.01;64.84629;14963.38;1.5;165.447;-6;1.458008;131766;m2
tirisfallgladecanopytree05.obj;18533.82;100.1621;14814.7;3.5;315.7677;0;1.478516;131748;m2
tirisfallgladecanopytree02.obj;18484.52;91.12747;14672.75;0;78.61218;0;1.245117;131740;m2
tirisfallgladecanopytree06.obj;18463.7;89.38823;14673.74;7;168.162;-10.5;1.31543;131212;m2
tirisfallgladecanopytree05.obj;18543.34;85.8927;14857.06;0.5;133.136;6;1.395508;131765;m2
tirisfallgladecanopytree05.obj;18652.2;108.0334;14617.77;-3;316.526;2;1.386719;131220;m2
tirisfallgladecanopytree02.obj;18658.75;93.86697;14535.23;0;226.061;-5.5;1.171875;129430;m2
tirisfallgladecanopytree06.obj;18590.28;131.2577;14499.5;-0.5;356.915;-6.5;1.353516;129428;m2
tirisfallgladecanopytree05.obj;18532.66;82.42761;14836.87;7;214.712;-15.5;1.274414;131760;m2
tirisfallgladecanopytree06.obj;18491.61;92.3591;14700.43;3;22.57761;5;1.299805;131739;m2
tirisfallgladecanopytree06.obj;18543.06;97.8688;14709.93;-4;11.33832;-8.5;1.259766;131214;m2
tirisfallgladecanopytree06.obj;18552.71;121.9297;14578.97;0;348.101;0;1.355469;131159;m2
tirisfallgladecanopytree04.obj;18546.75;94.73866;14718.36;0;125.885;0;1.355469;131175;m2
tirisfallgladecanopytree02.obj;18499.37;144.99;14908.17;-3.5;169.431;-1.5;1.09375;131206;m2
tirisfallgladecanopytree06.obj;18563.45;61.57145;14882.99;-3;233.037;6.5;1.25;131305;m2
tirisfallgladecanopytree06.obj;18508.54;87.85696;14853.12;-2.5;77.20129;-4;1.262695;131208;m2
tirisfallgladecanopytree06.obj;18556.81;90.79264;14757.98;-0.5;112.152;4;1.273438;131215;m2
tirisfallgladecanopytree02.obj;18679.7;66.26849;14952.5;-5;84.17401;-6;1.024414;131183;m2
tirisfallgladecanopytree02.obj;18546.81;64.19962;14918.64;0;38.64331;0;1.085938;131301;m2
tirisfallgladecanopytree05.obj;18620.53;111.3821;14512.15;-6;147.024;-6.5;1.174805;131724;m2
tirisfallgladecanopytree05.obj;18667.94;97.46952;14778.01;0;12.74451;6;1.219727;131156;m2
tirisfallgladecanopytree03.obj;18581.74;65.90287;14950.15;-2;127.698;3.5;1.179688;131181;m2
tirisfallgladecanopytree06.obj;18692.27;65.0057;14956.99;2;125.877;-2;1.210938;131767;m2
tirisfallgladecanopytree05.obj;18627.86;95.59753;14561.78;-0.5;346.629;8.5;1.179688;131221;m2
tirisfallgladecanopytree06.obj;18517.58;100.3618;14637.35;-1;258.5602;4.5;1.169922;131158;m2
tirisfallgladecanopytree04.obj;18692.76;105.4561;14578.85;0;53.93539;0;1.211914;131153;m2
tirisfallgladecanopytree04.obj;18516.02;98.98024;14696.57;-3;143.912;-1.5;1.151367;131741;m2
tirisfallgladecanopytree05.obj;18517.67;101.5357;14642;-8;120.623;-7.5;1.094727;131755;m2
tirisfallgladecanopytree06.obj;18566.08;100.382;14646.02;1.5;109;-3.5;1.148438;153836;m2
tirisfallgladecanopytree05.obj;18591.42;89.28941;14594.93;0;81.59799;3;1.157227;131726;m2
