ModelFile;PositionX;PositionY;PositionZ;RotationW;RotationX;RotationY;RotationZ;ScaleFactor;DoodadSet
housesmoke.obj;1.325562000;4.049971000;13.876130000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.2;Default
icecrown_redglow_01.obj;6.274426000;-0.325296600;3.158225000;0.996805000000000;0.000000002356779;0.079873760000000;0.000000000371428;0.385521;Default
quirajglow.obj;3.110446000;-3.950360000;9.034285000;0.706299800000000;0.033771740000000;0.033771730000000;-0.706299800000000;0.41093;Default
icecrown_redglow_01.obj;-6.182672000;-0.122841300;3.128498000;-0.000000426374200;0.114572800000000;-0.000000042192690;-0.993414900000000;0.4705715;Default
quirajglow.obj;-3.264013000;-3.950360000;9.034285000;0.706299800000000;0.033771740000000;0.033771730000000;-0.706299800000000;0.41093;Default
housesmoke.obj;0.064005430;3.948858000;13.276600000;0.707106800000000;0.000000000000000;0.000000000000000;0.707106800000000;1.2;Default
6sm_treesapling_b01.obj;22.215550000;17.060060000;-1.736517000;0.792386100000000;0.000000000000000;0.000000000000000;-0.610019900000000;1.58988;Default
6hu_magetower_table01.obj;25.778350000;-12.615630000;-1.541734000;0.874619700000000;0.000000000000000;0.000000000000000;0.484809700000000;0.9999999;Default
bush_fireweed.obj;24.845990000;-12.456560000;-0.476141200;0.839392700000000;0.203902100000000;0.106941000000000;0.492348900000000;0.6300003;Default
bush_fireweed.obj;24.757790000;-12.444060000;-0.229355700;0.564994500000000;-0.117901800000000;-0.152699000000000;0.802224000000000;0.6300001;Default
bush_starflower.obj;26.380350000;-13.438290000;-0.591660400;-0.155347200000000;-0.158772000000000;-0.113764700000000;-0.968357600000000;1;Default
pa_rusty_wateringcan_01.obj;36.118920000;-14.735830000;-0.631319700;0.156435400000000;0.000000000000000;0.000000000000000;-0.987688200000000;1;Default
hu_fence01_northrend.obj;28.826150000;13.744600000;-1.675455000;0.727632900000000;0.000000000000000;0.000000000000000;0.685966700000000;1;Default
hu_fence01_northrend.obj;31.029350000;12.482850000;-1.675455000;0.869825100000000;0.000000000000000;0.000000000000000;0.493360300000000;1;Default
hu_fence01_northrend.obj;32.070260000;10.184890000;-1.675455000;0.978825700000000;0.000000000000000;0.000000000000000;0.204695600000000;1;Default
hu_fence01_northrend.obj;31.895310000;7.647521000;-1.675455000;0.999094600000000;0.000000000000000;0.000000000000000;-0.042543920000000;1;Default
hu_fencepost_northrend.obj;23.701030000;3.686630000;-1.702419000;0.861205800000000;0.000000000000000;0.000000000000000;0.508256500000000;1;Default
hu_fence01_northrend.obj;21.399510000;4.789517000;-1.673719000;0.519693100000000;0.000000000000000;0.000000000000000;-0.854353000000000;1;Default
hu_fence01_northrend.obj;20.145140000;7.007099000;-1.673719000;0.242966400000000;0.000000000000000;0.000000000000000;-0.970034700000000;1;Default
hu_fence01_northrend.obj;20.355740000;9.484462000;-1.672173000;-0.059974020000000;0.000000000000000;0.000000000000000;-0.998199900000000;1;Default
6sm_forestseed_a01.obj;37.426980000;-12.710250000;-0.634168000;0.948627800000000;-0.067625390000000;-0.014548640000000;0.308740000000000;0.3;Default
6sm_bush_a01.obj;35.768310000;-5.419079000;-1.649169000;0.975560200000000;-0.049891730000000;-0.163968500000000;-0.137503800000000;0.380002;Default
6sm_widebush_a01.obj;35.703020000;-5.275208000;-1.787000000;0.699969300000000;-0.033347150000000;0.055574920000000;-0.711226000000000;0.2599998;Default
6sm_widebush_a01.obj;33.151400000;0.603464100;-1.787000000;0.902872600000000;-0.050521450000000;0.040597880000000;-0.424994600000000;0.27;Default
6sm_widebush_a01.obj;32.727990000;-0.111183800;-1.787000000;0.721362700000000;-0.035028820000000;0.054530690000000;-0.689518200000000;0.23;Default
6sm_widebush_a01.obj;27.209550000;-1.310997000;-1.787000000;0.721362700000000;-0.035028820000000;0.054530690000000;-0.689518200000000;0.23;Default
6sm_widebush_a01.obj;30.875820000;-7.727334000;-1.787000000;0.677923000000000;-0.031634400000000;0.056567380000000;-0.732270300000000;0.2299999;Default
6sm_widebush_a01.obj;30.723030000;-6.923131000;-1.787000000;0.668279800000000;-0.030891360000000;0.056976690000000;-0.741081300000000;0.23;Default
6sm_flowerbush_b01.obj;30.600560000;-7.169884000;-1.605712000;-0.238527200000000;0.063203450000000;-0.098396700000000;-0.964068600000000;0.32;Default
6sm_widebush_a01.obj;34.997560000;-4.998845000;-1.787000000;0.959034000000000;-0.064752160000000;-0.002788015000000;0.275777400000000;0.27;Default
6sm_flowerbush_c01.obj;34.193660000;-5.258775000;-1.667181000;0.422658300000000;0.005910788000000;0.011784910000000;-0.906193300000000;0.2600001;Default
6sm_widebush_a01.obj;31.743750000;-6.178979000;-1.787000000;0.864297400000000;0.052313170000000;-0.113102000000000;0.487299900000000;0.2100001;Default
6sm_widebush_a01.obj;33.514210000;-5.362978000;-1.787000000;0.989684200000000;-0.018802050000000;-0.123187800000000;-0.070685350000000;0.2100002;Default
6sm_widebush_a01.obj;32.657430000;-5.657144000;-1.787000000;0.736363500000000;-0.090658140000000;-0.085497600000000;-0.665011300000000;0.21;Default
6sm_flowerbush_a01.obj;33.311800000;-5.692983000;-1.502807000;0.943688600000000;-0.116710000000000;-0.024842370000000;-0.308566700000000;0.3600011;Default
6sm_flowerbush_b01.obj;32.212490000;-6.136639000;-1.605712000;0.840877000000000;0.113240200000000;0.029209840000000;-0.528440500000000;0.3199999;Default
6hu_garrison_farm_grainsack04.obj;43.168380000;-8.328120000;-1.649115000;0.972369900000000;0.000000000000000;0.000000000000000;-0.233445400000000;0.8;Default
bush_taladororchid.obj;41.542160000;-7.326015000;-1.016913000;-0.103172400000000;0.173354500000000;-0.134056400000000;-0.970222900000000;0.4000002;Default
bush_taladororchid.obj;42.201110000;-7.058969000;-1.313625000;-0.488361400000000;-0.023879680000000;-0.092785920000000;-0.867365900000000;0.4;Default
bush_nagrandarrowbloom.obj;41.909290000;-7.193132000;-1.234537000;-0.098939570000000;-0.041048070000000;-0.167478800000000;-0.980039200000000;0.4699998;Default
6hu_garrison_farm_barrel03.obj;42.044760000;-7.323435000;-1.510497000;0.984040700000000;0.000000000000000;0.000000000000000;-0.177943500000000;1.62;Default
bush_nagrandarrowbloom.obj;41.877530000;-7.474207000;-1.295748000;0.878902100000000;-0.038210970000000;-0.059004950000000;-0.471793700000000;0.4699997;Default
bush_taladororchid.obj;42.300010000;-7.418954000;-1.262342000;0.873787900000000;0.069420150000000;0.066032630000000;0.476775900000000;0.4400003;Default
6hu_garrison_farm_sickle.obj;26.728720000;-11.802760000;-0.600408800;0.577590100000000;0.519847200000000;-0.441806900000000;-0.448280400000000;1;Default
bush_starflower.obj;34.077780000;6.877985000;-1.486775000;-0.230844700000000;-0.167208400000000;-0.100956900000000;-0.953184000000000;1;Default
bush_starflower.obj;34.041280000;6.849468000;-1.486775000;0.792286600000000;0.029284100000000;-0.193115000000000;-0.578040600000000;1;Default
